surface,rooms,age,location_score,garage,price
114.90142459033699,2,35.77715864618421,3.9030331296994154,1,381521.7359565014
95.85207096486447,3,19.059613487107764,4.8199049997182115,1,267724.6193767299
119.43065614302077,3,48.89348731236241,2.3101098278725103,1,597578.5713942449
145.69089569224076,3,5.278489375171796,8.480250679918443,0,483923.4060316959
92.97539875829992,2,2.5825608630971937,4.13828105825473,1,540262.9833912894
92.97589129152459,5,0.1221227106918614,4.601345985152607,0,247660.15818676815
147.37638446522175,5,14.179923808962744,9.046491514319301,0,642931.2257768568
123.02304187458726,4,100.0,5.469614326568542,0,260993.1398499976
85.91576842195144,3,23.746592722639164,5.898285184157766,0,286321.5007891231
116.27680130757894,7,7.374794112086125,9.608483122993887,1,680653.4085229144
86.09746921562613,4,41.88843705100537,8.980537448304903,0,278738.97794556647
86.0281073928923,3,30.43974035649281,2.5252003799959555,1,380782.8572942171
107.25886814698103,1,0.31070430127660453,5.258935269262945,1,602318.3572402815
42.601592660266064,2,33.9501403041173,9.74166604685691,0,101716.19948237727
48.252465024609016,3,7.148554751149387,4.351296684057424,1,257228.18016123894
83.13137412277082,3,3.242696879093221,4.344157976645801,0,201299.55109290162
69.61506638996728,5,5.132218765846908,2.755272086102389,0,184141.60876972988
109.42741997785822,4,12.644044836308465,2.028908027072127,0,452928.97315571195
72.75927773436366,5,11.063111450086701,7.662743116803836,1,336277.5733835487
57.630888959941245,7,6.818487034361955,7.930274218313649,0,267045.07751252037
143.96946306764661,3,3.7801166705620846,9.721116671527,1,577683.618537086
93.22671098540393,5,28.729095603139672,7.960763898148267,0,478024.85237773706
102.02584614063771,2,92.32418533081605,3.1901724463023884,1,239541.31525914167
57.257554413596296,6,30.082790211878084,1.3610492045966391,0,124347.38784567433
83.66851826424453,5,7.017747845492081,9.868936459326942,1,376858.1944493665
103.32767769129599,6,5.615690609958212,4.0640562598924515,1,573035.3436430251
65.47019267733091,3,4.909467224642437,3.8077438818917866,1,351435.7915735366
111.27094055037016,2,2.9397463662318826,9.153596887744442,1,397828.24247724505
81.98083930243585,1,16.02937706425782,6.265899086904875,0,363519.0243336185
91.2491875062017,2,18.59767256005285,2.933840564642211,1,325572.220192926
81.9488016331181,3,24.44970620882222,9.001866184446156,1,383978.7481418457
155.56834553526812,2,22.802025795110147,9.94024769549269,1,913947.2362065415
99.59508325786199,7,6.915641495766459,1.7801070503574765,1,379105.40911958297
68.268672131323,2,8.018837230496166,8.760264654722386,1,381528.93822887173
124.67634736309567,4,22.88356884385843,4.514641279159546,0,606958.3957513049
63.374690500869335,4,8.598669870883038,5.716652018560339,1,348897.09017459175
106.26590785014267,1,4.780967035632296,9.233343781884827,1,691363.8991433699
41.20989628360673,4,9.37884077694113,9.760412761976054,1,165232.50440743138
60.154418533047085,6,6.351396770728405,3.3594751936791942,1,266747.87761183723
105.90583707607371,4,1.8491648756621704,2.915656938639224,1,528108.0968518684
122.15399739986232,7,35.455484962658524,1.7246490273236068,1,388944.647244248
105.14104843569912,2,38.36161457616317,6.056180673959242,0,512672.0371450905
96.53055152835279,4,4.962825650747034,1.1224395590560143,1,490158.7427958289
90.96688913232134,5,1.3393028499330168,4.707084678489429,1,518009.953787658
55.644340288977176,5,26.851478611102394,1.660456149868077,1,174857.72408507092
78.40467374815874,1,4.753183548804617,4.647032046364005,0,343859.07785650983
86.18083687120638,5,9.998883818801868,1.3593897033904834,0,212682.07688814934
131.71366678656747,3,1.3256862639865419,8.51695534547892,1,432006.2885044677
110.30854868705384,4,5.130635335693738,2.887650945447093,0,530308.9699941941
47.10879533911798,2,31.491290234998544,3.9547783932212077,1,162737.22322609494
109.72251908184386,5,32.63330712982395,8.830431969457527,1,790813.6918298455
88.4475315875105,8,4.64078060280376,7.716394551989846,1,303000.0355030209
79.69233999082124,4,8.186867731546677,2.971345254778526,1,303028.3326218037
118.35028866522603,9,2.882914381129283,1.6470947679174643,1,575093.2557988648
130.92998567487854,3,1.5413497501811726,7.441063991698056,1,650225.4058140925
127.93840357348596,3,97.00023503765685,4.516322956192984,1,382369.16360222636
74.82347430332085,1,21.31867886828994,7.894719992063991,1,535544.6990581806
90.72362872446357,4,15.62193671691788,5.007652951376894,1,241950.75619061416
109.93790294210692,4,29.005865925122404,4.114021716750488,1,254507.63387890745
129.26635381367078,1,36.66127656231148,5.060848673911568,0,370881.18913672713
85.6247728646413,3,32.87176590594087,7.73703087103609,1,466947.2473489465
94.43023070008549,4,0.3335550616181767,9.119982578863366,0,416676.0474846863
66.80995077981916,7,4.135758195145586,1.4479047692971798,0,294587.0472816594
64.11380127757988,4,21.278728260007075,5.717003871042596,1,273832.26997114805
124.37577467182594,3,9.424386487801204,1.2955188617548985,1,591439.1325576383
140.68720085712468,1,80.89127042393167,5.215685905219228,1,462910.57597979973
97.83969635258998,5,21.896676280350253,8.967545461872103,1,524450.3908236327
130.10598693676073,7,62.722386240655325,4.254312397782787,1,409228.19466602214
110.84908075142903,4,4.499065799220431,9.39205378972579,1,389196.4921146576
80.64640736184627,4,39.895689468230685,6.675476244855485,1,311081.3597035791
110.84186816525242,1,7.753062917880257,9.407398094137058,0,569446.0841259825
146.1410969939791,8,91.25142723588986,7.814499628712677,1,441880.0887783528
98.92521882670145,4,3.43211169896303,1.9309164998388606,0,525757.9107214097
146.93930967442017,1,14.52745447789082,3.0803623080640934,1,693264.117118199
21.40764687730767,1,31.485714466885337,4.547534091251555,0,85441.97880657847
124.65707513125672,2,11.335312565857729,2.530961938108684,1,438665.34195782366
102.61141204714514,4,12.625396199931359,5.454204442989945,1,660966.5863800395
91.02977948602397,1,85.88880853371191,5.242313401313416,0,191052.9939442775
102.75282329606507,7,11.07842590810023,9.606332782246431,0,379549.2435837181
40.372932561973215,4,18.53046313049346,4.9035509460638,1,143815.01963438588
93.40984336487465,7,1.121666770755367,8.07064123859198,1,299758.5884946642
110.7133771453524,6,36.929815045403956,9.47719490366332,0,405619.23611622106
144.33682134224549,5,20.89203258510151,8.89289947876587,0,720046.1728282615
84.45189345179058,7,10.35096684242475,2.8780086206043265,1,512727.73691708344
75.74519191320437,6,0.32603386952826446,5.464269048281898,1,286380.2739156187
84.9472886924639,8,17.91353439216397,4.129658040663331,0,560165.0503323122
127.46206353106223,4,0.25477242587043974,4.598728256234939,1,466337.8885917664
109.86253328979053,2,0.024086776679675907,4.247261436211761,0,322873.9789179012
84.10719388698884,8,19.147388632086358,8.437232891575038,1,482864.84500282793
115.39802299340069,6,4.190165397806643,5.069251496102027,0,542261.8722649846
102.91232648044121,2,4.261081180069507,5.713248990202194,0,322135.65741315595
129.05934971598668,5,21.184268318074487,9.842026213423672,0,418607.5943955886
78.93840718367943,4,1.10385327669605,1.539813449723648,1,357920.3896529043
90.17013560206695,3,7.520229960251027,5.391618758116739,1,370019.21516777715
88.23675540603527,4,3.237016046465956,7.966555362515045,1,623842.7764483297
56.09455155603644,3,17.35841167972397,2.360457623694039,0,240854.8000400338
108.88360831193728,3,21.680296325359286,6.503784351532965,0,283038.80174316344
107.83165816539668,6,25.540610924248575,3.1551830158102008,1,632599.3115532283
100.15340369927382,3,5.893629341072585,8.806637019021109,0,346246.68568576116
92.96238599874557,3,1.8697314078284948,3.943896988600714,0,413921.68153908907
57.53887773848757,3,1.639036477943123,3.961565352108186,1,300162.733862731
87.38064031703922,5,11.107798784271793,6.383744906661041,1,615035.4292472921
89.71856450419692,3,58.31788123584577,2.6520661730791786,0,252457.79131999778
75.93168192335143,4,4.911081898697558,3.5639977501275495,1,363158.8922162889
95.16142865001973,3,5.9342303451462355,4.749686651074704,0,348349.64489027805
112.12152570443615,3,2.1269712301961374,4.182740768260993,1,630458.4278134861
156.5855770363159,6,18.606285772847425,5.723894962050242,0,660636.8698885307
105.23733438495516,4,22.78074186327377,6.396761296620697,1,497593.3827372497
107.72651172168293,7,20.59653643076166,6.100007083751481,1,748720.4455794583
97.76662252701499,1,39.48437570865653,6.88751480792739,1,249002.26530330678
42.43686354102876,6,13.327216594272112,3.7697456494703823,1,228038.73645928613
99.20458373652349,3,2.887965408707951,2.1378360443952524,1,575673.886445157
101.8069062982308,4,6.833056313278122,7.847267872879694,1,469333.875504661
